,Windt Energy [keV],S1 Windt EA [cm^2],S2 Windt EA [cm^2],S3 Windt EA [cm^2],S4 Windt EA [cm^2],S5 Windt EA [cm^2],S6 Windt EA [cm^2],S7 Windt EA [cm^2],S8 Windt EA [cm^2],S9 Windt EA [cm^2],S10 Windt EA [cm^2]
28,0.0285014,4.868392172664806,4.400063500325391,3.962340534971528,3.5540387314575295,3.1739528712710414,2.926234220990675,2.5938651288449255,2.3698873735468613,2.155262283334705,1.8657505746255898
29,0.0295015,4.92681735560846,4.450168596385672,4.005029411305369,3.590154350170632,3.2042735956050588,2.9532491256406415,2.61623979467307,2.3895703369942156,2.172470703772428,1.8795143114893338
30,0.0305015,4.9304209361731495,4.453252892726361,4.007660052735462,3.5923789818393175,3.206140186742739,2.9549147152376007,2.617618491939409,2.390782974068382,2.173528634527866,1.8803621880972383
31,0.0315015,4.933417228091142,4.455820875142178,4.009846824326731,3.5942316259175016,3.207694595390493,2.956295716684001,2.6187638712068293,2.3917898743135986,2.174410610064104,1.881065583489446
32,0.032501600000000005,4.936950543853734,4.458850822648671,4.012428599352549,3.5964124943402456,3.2095254156178687,2.9579283539687906,2.6201160550642,2.3929783070549475,2.175448745857382,1.8818963504797026
33,0.0335017,4.939741060279872,4.461246700422863,4.014464699530639,3.5981374956177676,3.210972511534711,2.959216489808165,2.621181894104716,2.3939174351682744,2.1762691370669,1.8825541202248484
34,0.034501699999999996,4.940252989552293,4.461686020165957,4.014843414163764,3.5984547791508423,3.211239167411523,2.9594561429875843,2.6213780933310797,2.394091706364562,2.17642089844346,1.8826738875483864
35,0.0355018,4.940107441033664,4.461559206219497,4.014733464754147,3.598363605721798,3.211164373689978,2.9593872426985013,2.621322415172247,2.3940408772656445,2.1763791090789,1.88263966831309
36,0.0365018,4.938887844825837,4.460512991161202,4.0138457250765,3.597612336666471,3.2105335049082533,2.95882705339161,2.6208584305153058,2.3936342444743075,2.1760206003197804,1.8823545080189517
37,0.0375019,4.936895335794944,4.458805531953506,4.012391949549343,3.5963833188429515,3.2095026523113117,2.9579073843155914,2.6201001470188197,2.392966204888539,2.175437748656182,1.8818887462051923
38,0.0385019,4.935023280710502,4.45720224134469,4.011027762430023,3.595227239762667,3.2085335858321677,2.957044632869684,2.619384284976682,2.392336892235279,2.174887888596183,1.8814495993522191
39,0.0395019,4.932724617899043,4.455232096105043,4.00934594368292,3.593808581206735,3.207343390089327,2.9559841675507568,2.618506691139839,2.391564774018394,2.1742126604425045,1.880909695861984
40,0.040502,4.929637985521211,4.452587119507446,4.007094016885953,3.591904880008286,3.2057434548284585,2.9545612267979586,2.6173294957816573,2.3905288285737964,2.1733086905038665,1.8801853887148725
41,0.0415021,4.92667180708983,4.450041782439212,4.0049316784968205,3.5900741175530726,3.2042085575863246,2.9531922080105293,2.6161947218778243,2.3895316100617072,2.1724377121688283,1.879489597597175
42,0.0425021,4.9236152881986115,4.447423980258714,4.002700112701634,3.588188651040433,3.2026248818301397,2.951784245581445,2.61502813188323,2.388505346350237,2.1715403405509104,1.878772894724574
43,0.0435021,4.920046840034971,4.4443668583351235,4.000093904473678,3.585985900994718,3.2007778020980804,2.9501366299729415,2.6136653426622716,2.3873072318757607,2.1704934069966724,1.8779345234598073
44,0.0445022,4.9160969543742326,4.440979114336833,3.9972107866215025,3.5835461000334874,3.1987291045079442,2.9483122701446174,2.612156729691989,2.3859808344373503,2.169332102549955,1.8770068019695438
45,0.045502299999999996,4.911630120526637,4.437152050595448,3.9939489541362017,3.580789015539182,3.1964137510409962,2.946251252801617,2.610449266154446,2.3844777453693715,2.168019036726678,1.8759574120871148
46,0.046502299999999996,4.905893501326862,4.432233481100603,3.989762732170048,3.5772441926179326,3.19344151358483,2.943603085169041,2.6082566072327875,2.3825486600438004,2.1663342655028415,1.8746095544301542
47,0.0475024,4.896066466862153,4.4238094118000415,3.9825834429421016,3.5711756891807314,3.1883457848169834,2.9390646530838005,2.6044970058411168,2.379242348180903,2.1634420015872475,1.8722978549790061
48,0.0485024,4.883368613340338,4.412921528682539,3.973306970530722,3.56332383347142,3.18175743351918,2.933193150188044,2.5996344466363746,2.3749654425720146,2.1597029531792558,1.8693074740278086
